image,ground_truth,ocr_text,is_correct,confidence,config_id,use_angle_cls,lang,use_gpu,ocr_version
"1755802000_0.91_(48, 101, 3)_AMO-819.jpg",AMO-819,AM0-819,False,0.9581698179244995,2,True,es,True,PP-OCRv4
"1755869570_0.9_(51, 107, 3)_Z4Q-021.jpg",Z4Q-021,Z4Q-021,True,0.9597538709640503,2,True,es,True,PP-OCRv4
"1755866028_0.9_(47, 96, 3)_Z3P-398.jpg",Z3P-398,23P-398,False,0.9189648628234863,2,True,es,True,PP-OCRv4
"1755868040_0.9_(50, 96, 3)_BHG-267.jpg",BHG-267,BHG-262,False,0.9482678174972534,2,True,es,True,PP-OCRv4
"1755866701_0.91_(51, 100, 3)_Z5D-490.jpg",Z5D-490,750-490,False,0.8910017013549805,2,True,es,True,PP-OCRv4
"1755801578_0.9_(46, 94, 3)_VAN-508.jpg",VAN-508,VAN-508,True,0.9961787462234497,2,True,es,True,PP-OCRv4
"1755867248_0.91_(109, 119, 3)_Z5J-714.jpg",Z5J-714,25J-714,False,0.9497200846672058,2,True,es,True,PP-OCRv4
"1755803886_0.9_(45, 94, 3)_Z7X-826.jpg",Z7X-826,27X-826,False,0.9698830842971802,2,True,es,True,PP-OCRv4
"1755802629_0.9_(50, 106, 3)_AFL-039.jpg",AFL-039,AFL-039,True,0.9563813209533691,2,True,es,True,PP-OCRv4
"1755806984_0.9_(45, 92, 3)_Z5Z-532.jpg",Z5Z-532,Z5Z-532,True,0.9058219790458679,2,True,es,True,PP-OCRv4
"1755805048_0.9_(50, 96, 3)_VCL-405.jpg",VCL-405,VCL-405,True,0.9644879698753357,2,True,es,True,PP-OCRv4
"1755810246_0.9_(52, 98, 3)_BJL-400.jpg",BJU-400,BJU-400,True,0.9937280416488647,2,True,es,True,PP-OCRv4
"1755864638_0.91_(60, 109, 3)_B18-734.jpg",B18-734,B18-734,True,0.9139500260353088,2,True,es,True,PP-OCRv4
"1755866336_0.91_(46, 98, 3)_V8V-084.jpg",V8V-084,V8V-084,True,0.945609986782074,2,True,es,True,PP-OCRv4
"1755812435_0.9_(56, 114, 3)_ASD-757.jpg",A8D-757,AS0-157,False,0.7866610288619995,2,True,es,True,PP-OCRv4
"1755868503_0.91_(50, 98, 3)_Z6L-717.jpg",Z6U-717,Z6U-717,True,0.8840404152870178,2,True,es,True,PP-OCRv4
"1755868769_0.9_(57, 106, 3)_AZH-270.jpg",AZH-270,AZH-270,True,0.980617105960846,2,True,es,True,PP-OCRv4
"1755867850_0.91_(52, 100, 3)_C2U-205.jpg",C2U-205,C2U-205,True,0.9897816777229309,2,True,es,True,PP-OCRv4
"1755866170_0.9_(46, 92, 3)_BHP-297.jpg",BHP-297,BHP-297,True,0.9946988821029663,2,True,es,True,PP-OCRv4
"1755868683_0.9_(51, 101, 3)_Z3C-760.jpg",Z3C-760,73C-760,False,0.9403174519538879,2,True,es,True,PP-OCRv4
"1755864599_0.9_(58, 110, 3)_V7B-442.jpg",V7B-442,V7B-442,True,0.9594739675521851,2,True,es,True,PP-OCRv4
"1755812430_0.9_(63, 118, 3)_B3W-759.jpg",B3W-759,B3N-759,False,0.8973020911216736,2,True,es,True,PP-OCRv4
"1755810833_0.9_(40, 90, 3)_Z5D-490.jpg",Z5D-490,Z5D-490,True,0.919647753238678,2,True,es,True,PP-OCRv4
"1755868632_0.91_(44, 95, 3)_A9C-789.jpg",A9C-789,49C-789,False,0.9585782289505005,2,True,es,True,PP-OCRv4
"1755802859_0.9_(50, 97, 3)_Z3P-000.jpg",Z3P-000,Z3P-000,True,0.8919466137886047,2,True,es,True,PP-OCRv4
"1755806300_0.9_(50, 101, 3)_AOT-720.jpg",A0T-720,A0T-720,True,0.8552313446998596,2,True,es,True,PP-OCRv4
"1755801798_0.92_(53, 103, 3)_Z6K-059.jpg",Z6K-059,Z6K-059,True,0.985116183757782,2,True,es,True,PP-OCRv4
"1755803417_0.9_(46, 96, 3)_Z1E-728.jpg",Z1E-728,Z1E-728,True,0.9377711415290833,2,True,es,True,PP-OCRv4
"1755870240_0.9_(58, 108, 3)_Z6K-411.jpg",Z6K-411,Z6K-411,True,0.9434670805931091,2,True,es,True,PP-OCRv4
"1755807852_0.91_(53, 108, 3)_Z6W-329.jpg",Z6W-329,Z6H-329,False,0.950228214263916,2,True,es,True,PP-OCRv4
"1755872559_0.9_(52, 107, 3)_Z4K-739.jpg",Z4K-739,74K-739,False,0.9810912013053894,2,True,es,True,PP-OCRv4
"1755801306_0.91_(47, 102, 3)_Z8L-888.jpg",Z8U-888,Z8U-888,True,0.9240664839744568,2,True,es,True,PP-OCRv4
"1755801207_0.91_(48, 101, 3)_Z3P-791.jpg",Z3P-791,73P-791,False,0.946135938167572,2,True,es,True,PP-OCRv4
"1755872828_0.9_(49, 94, 3)_Z2Q-310.jpg",Z2Q-310,Z20-310,False,0.9170975685119629,2,True,es,True,PP-OCRv4
"1755866708_0.9_(47, 95, 3)_Z7T-469.jpg",Z7T-469,27T-469,False,0.9824643135070801,2,True,es,True,PP-OCRv4
"1755867500_0.9_(48, 110, 3)_A8D-764.jpg",A8D-764,A8D-764,True,0.9300797581672668,2,True,es,True,PP-OCRv4
"1755868467_0.91_(46, 93, 3)_V8B-614.jpg",V8B-614,18B-614,False,0.9641531109809875,2,True,es,True,PP-OCRv4
"1755802534_0.9_(41, 91, 3)_V4E-442.jpg",V4E-442,V4E-442,True,0.9324151873588562,2,True,es,True,PP-OCRv4
"1755866307_0.91_(48, 96, 3)_Z50-343.jpg",Z50-343,750-343,False,0.9944879412651062,2,True,es,True,PP-OCRv4
"1755806406_0.9_(47, 101, 3)_A4S-720.jpg",A4S-720,A4S-720,True,0.9823556542396545,2,True,es,True,PP-OCRv4
"1755872552_0.91_(62, 109, 3)_77V-417.jpg",Z7V-417,27V-417,False,0.8265475630760193,2,True,es,True,PP-OCRv4
"1755803044_0.9_(63, 111, 3)_Z6U-717.jpg",Z6U-717,Z6U-717,True,0.9498556852340698,2,True,es,True,PP-OCRv4
"1755866848_0.9_(47, 97, 3)_VCA-701.jpg",VCA-701,VCA-701,True,0.9793199300765991,2,True,es,True,PP-OCRv4
"1755863881_0.9_(50, 100, 3)_X3J-746.jpg",X3J-746,K3J-746,False,0.9287815093994141,2,True,es,True,PP-OCRv4
"1755867414_0.91_(55, 107, 3)_X50-334.jpg",X5O-334,X50-334,False,0.9808715581893921,2,True,es,True,PP-OCRv4
"1755868130_0.9_(49, 101, 3)_14E-442.jpg",V4E-442,14E-442,False,0.9931643605232239,2,True,es,True,PP-OCRv4
"1755800450_0.9_(48, 96, 3)_Z7V-290.jpg",Z7V-290,Z7V-290,True,0.935188353061676,2,True,es,True,PP-OCRv4
"1755867780_0.9_(60, 111, 3)_Z6W-329.jpg",Z6W-329,Z6H-329,False,0.8757821917533875,2,True,es,True,PP-OCRv4
"1755804516_0.92_(61, 118, 3)_Z1A-640.jpg",Z1A-640,21A-640,False,0.841757595539093,2,True,es,True,PP-OCRv4
"1755806243_0.91_(58, 110, 3)_Z7U-178.jpg",Z7U-178,Z7U-178,True,0.9272165894508362,2,True,es,True,PP-OCRv4
"1755864196_0.9_(51, 99, 3)_X4L-304.jpg",X4L-304,X4L-304,True,0.9722886085510254,2,True,es,True,PP-OCRv4
"1755807470_0.91_(141, 148, 3)_A5U-739.jpg",A5U-739,A5U-739,True,0.9777296185493469,2,True,es,True,PP-OCRv4
"1755803016_0.9_(43, 91, 3)_V6J-526.jpg",V6J-526,V6J-526,True,0.9894679188728333,2,True,es,True,PP-OCRv4
"1755867315_0.91_(51, 98, 3)_F5H-768.jpg",F5H-768,C5H-768,False,0.8890552520751953,2,True,es,True,PP-OCRv4
"1755801210_0.9_(49, 104, 3)_X3A-006.jpg",X3A-006,X3A-006,True,0.9913477301597595,2,True,es,True,PP-OCRv4
"1755869386_0.9_(49, 97, 3)_V7C-801.jpg",V7C-801,V7C-801,True,0.926698625087738,2,True,es,True,PP-OCRv4
"1755867182_0.9_(47, 92, 3)_Z6D-275.jpg",Z6D-275,26D-275,False,0.9411965012550354,2,True,es,True,PP-OCRv4
"1755867847_0.9_(54, 106, 3)_X4H-195.jpg",X4H-195,X4H-195,True,0.9098607301712036,2,True,es,True,PP-OCRv4
"1755868213_0.9_(47, 100, 3)_A5E-785.jpg",A5E-785,A5E-785,True,0.9541698098182678,2,True,es,True,PP-OCRv4
"1755808117_0.9_(49, 100, 3)_Z1I-540.jpg",Z1I-540,Z11-540,False,0.9373701810836792,2,True,es,True,PP-OCRv4
"1755863927_0.91_(46, 96, 3)_71H-700.jpg",71H-700,1H-700,False,0.8756065368652344,2,True,es,True,PP-OCRv4
"1755867825_0.91_(45, 104, 3)_FOY-519.jpg",F0Y-519,OY-519,False,0.8562933802604675,2,True,es,True,PP-OCRv4
"1755807907_0.9_(52, 99, 3)_C6M-147.jpg",C6M-147,C6M-147,True,0.9705885052680969,2,True,es,True,PP-OCRv4
"1755872417_0.9_(49, 93, 3)_B31-104.jpg",B3I-104,B31-104,False,0.9917297959327698,2,True,es,True,PP-OCRv4
"1755868316_0.9_(56, 111, 3)_FOB-739.jpg",F0B-739,FOB-739,False,0.9849863648414612,2,True,es,True,PP-OCRv4
"1755869377_0.9_(48, 93, 3)_D2R-594.jpg",D2R-594,02R-594,False,0.9090744853019714,2,True,es,True,PP-OCRv4
"1755806839_0.91_(53, 104, 3)_Z2P-320.jpg",Z2P-320,Z2P-320,True,0.959847092628479,2,True,es,True,PP-OCRv4
"1755870154_0.91_(48, 105, 3)_Y1L-742.jpg",Y1L-742,Y1L-742,True,0.9460816383361816,2,True,es,True,PP-OCRv4
"1755808763_0.9_(54, 105, 3)_V5B-631.jpg",V5B-631,15B-631,False,0.9213104248046875,2,True,es,True,PP-OCRv4
"1755802433_0.9_(50, 98, 3)_V6Y-151.jpg",V6Y-151,V6Y-151,True,0.9828683137893677,2,True,es,True,PP-OCRv4
"1755801348_0.9_(50, 97, 3)_X1S-070.jpg",X1S-070,X1S-070,True,0.927432656288147,2,True,es,True,PP-OCRv4
"1755867776_0.9_(45, 95, 3)_750-460.jpg",Z5O-460,250-466,False,0.7874639630317688,2,True,es,True,PP-OCRv4
"1755866603_0.9_(46, 95, 3)_X1J-790.jpg",X1J-790,X1J-790,True,0.9790349006652832,2,True,es,True,PP-OCRv4
"1755810946_0.91_(51, 99, 3)_Z5H-549.jpg",Z5W-549,Z5W-549,True,0.9213468432426453,2,True,es,True,PP-OCRv4
"1755802759_0.91_(54, 107, 3)_Z8V-787.jpg",Z8V-787,Z8V-787,True,0.9473957419395447,2,True,es,True,PP-OCRv4
"1755873578_0.9_(56, 108, 3)_Z5X-789.jpg",Z5X-789,25X-789,False,0.9399555325508118,2,True,es,True,PP-OCRv4
"1755802632_0.9_(47, 101, 3)_Z7F-326.jpg",Z7F-326,27F-326,False,0.9332112669944763,2,True,es,True,PP-OCRv4
"1755813815_0.9_(44, 89, 3)_A1X-403.jpg",A1X-403,A1X-403,True,0.8561207056045532,2,True,es,True,PP-OCRv4
"1755801403_0.91_(54, 106, 3)_Z8B-617.jpg",Z8B-617,Z8B-617,True,0.9789908528327942,2,True,es,True,PP-OCRv4
"1755868462_0.9_(51, 102, 3)_V9N-697.jpg",V9N-697,19N-691,False,0.9117380380630493,2,True,es,True,PP-OCRv4
"1755801327_0.91_(49, 100, 3)_Z6X-411.jpg",Z6X-411,Z6X-411,True,0.9069637656211853,2,True,es,True,PP-OCRv4
"1755868027_0.9_(49, 95, 3)_AOH-798.jpg",A0W-798,10W-798,False,0.776393711566925,2,True,es,True,PP-OCRv4
"1755864701_0.9_(53, 106, 3)_V4R-602.jpg",V4R-602,14R-602,False,0.9860715866088867,2,True,es,True,PP-OCRv4
"1755871920_0.91_(63, 106, 3)_ASN-544.jpg",ASN-544,ASN-544,True,0.9960622787475586,2,True,es,True,PP-OCRv4
"1755804512_0.91_(39, 91, 3)_Z7T-469.jpg",Z7T-469,27T-469,False,0.9801074266433716,2,True,es,True,PP-OCRv4
"1755867812_0.9_(57, 102, 3)_X3T-626.jpg",X3T-626,K3T-626,False,0.985672652721405,2,True,es,True,PP-OCRv4
"1755806796_0.91_(44, 92, 3)_Z70-399.jpg",Z7O-399,270-399,False,0.9528115391731262,2,True,es,True,PP-OCRv4
"1755868621_0.9_(56, 104, 3)_BBW-631.jpg",BBW-631,BW-631,False,0.9775490164756775,2,True,es,True,PP-OCRv4
"1755810458_0.91_(50, 91, 3)_A2H-716.jpg",A2H-716,A2H-716,True,0.9752587676048279,2,True,es,True,PP-OCRv4
"1755866032_0.91_(52, 108, 3)_Z6X-220.jpg",Z6X-220,Z6X-220,True,0.9155648946762085,2,True,es,True,PP-OCRv4
"1755802099_0.91_(54, 108, 3)_Z6B-834.jpg",Z6B-834,26B-834,False,0.913487434387207,2,True,es,True,PP-OCRv4
"1755802033_0.91_(56, 107, 3)_CKS-489.jpg",CKS-489,CKS-489,True,0.9961155652999878,2,True,es,True,PP-OCRv4
"1755867772_0.9_(54, 102, 3)_S1B-772.jpg",S1B-772,S1B-772,True,0.9737315773963928,2,True,es,True,PP-OCRv4
"1755870769_0.9_(49, 99, 3)_Z7W-377.jpg",Z7W-377,27W-377,False,0.9016221165657043,2,True,es,True,PP-OCRv4
"1755802410_0.91_(48, 95, 3)_BTB-292.jpg",BTB-292,BTB-292,True,0.9950591921806335,2,True,es,True,PP-OCRv4
"1755872559_0.9_(46, 103, 3)_74K-739.jpg",74K-739,74K-739,True,0.9852879643440247,2,True,es,True,PP-OCRv4
"1755800555_0.9_(44, 90, 3)_V8M-368.jpg",V8M-368,V8M-368,True,0.9878119230270386,2,True,es,True,PP-OCRv4
"1755801088_0.9_(50, 109, 3)_Z5T-282.jpg",Z5T-282,75T-282,False,0.9429224133491516,2,True,es,True,PP-OCRv4
"1755803875_0.91_(47, 102, 3)_ANJ-150.jpg",ANJ-150,ANJ-150,True,0.9972714185714722,2,True,es,True,PP-OCRv4
"1755867949_0.9_(62, 113, 3)_B3W-759.jpg",B3W-759,B3H-759,False,0.9822000861167908,2,True,es,True,PP-OCRv4
"1755802166_0.9_(45, 102, 3)_V2N-829.jpg",V2N-829,V2N-829,True,0.9806851744651794,2,True,es,True,PP-OCRv4
"1755806852_0.91_(66, 114, 3)_VBA-422.jpg",VBA-422,VBA-422,True,0.9952377676963806,2,True,es,True,PP-OCRv4
"1755867603_0.9_(46, 108, 3)_A4M-799.jpg",A4M-799,A4M-799,True,0.9864974021911621,2,True,es,True,PP-OCRv4
"1755804326_0.9_(47, 98, 3)_CO1-165.jpg",C0I-165,CO1-165,False,0.9824156761169434,2,True,es,True,PP-OCRv4
"1755867016_0.9_(47, 100, 3)_VOX-966.jpg",V0X-966,VOX-966,False,0.8942104578018188,2,True,es,True,PP-OCRv4
"1755867902_0.9_(50, 102, 3)_Z7U-115.jpg",Z7U-115,Z7U-115,True,0.9216156005859375,2,True,es,True,PP-OCRv4
"1755808300_0.9_(46, 91, 3)_AK1-784.jpg",AKI-784,AK1-784,False,0.9771378636360168,2,True,es,True,PP-OCRv4
"1755806307_0.9_(45, 91, 3)_T4M-134.jpg",T4M-134,T4M-134,True,0.9922613501548767,2,True,es,True,PP-OCRv4
"1755802328_0.9_(49, 98, 3)_Z7N-143.jpg",Z7N-143,Z7N-143,True,0.9776976704597473,2,True,es,True,PP-OCRv4
"1755801131_0.9_(56, 113, 3)_A9K-715.jpg",A9K-715,A9X-715,False,0.9778579473495483,2,True,es,True,PP-OCRv4
"1755802597_0.9_(48, 98, 3)_S1B-589.jpg",S1B-589,S1B-589,True,0.9897054433822632,2,True,es,True,PP-OCRv4
"1755801286_0.9_(71, 116, 3)_F7F-087.jpg",F7F-087,F7F-087,True,0.9807371497154236,2,True,es,True,PP-OCRv4
"1755800700_0.91_(48, 100, 3)_Z5Q-106.jpg",Z5Q-106,Z5Q-106,True,0.8968520760536194,2,True,es,True,PP-OCRv4
"1755866846_0.91_(61, 109, 3)_AMO-819.jpg",AMO-819,AMO-819,True,0.9317273497581482,2,True,es,True,PP-OCRv4
"1755806868_0.9_(46, 91, 3)_ACL-585.jpg",ACL-585,ACL-585,True,0.9966725707054138,2,True,es,True,PP-OCRv4
"1755800883_0.9_(54, 104, 3)_Z6L-717.jpg",Z6U-717,Z6U-717,True,0.8974709510803223,2,True,es,True,PP-OCRv4
"1755802418_0.9_(50, 104, 3)_BPW-164.jpg",BPW-164,BPW-164,True,0.9584726095199585,2,True,es,True,PP-OCRv4
"1755868030_0.9_(131, 138, 3)_AOW-798.jpg",A0W-798,AOW-79P,False,0.7892855405807495,2,True,es,True,PP-OCRv4
"1755800418_0.9_(53, 106, 3)_Z6A-203.jpg",Z6A-203,Z6A-203,True,0.939281165599823,2,True,es,True,PP-OCRv4
"1755800790_0.9_(43, 90, 3)_X4N-230.jpg",X4N-230,X4N-230,True,0.9862532019615173,2,True,es,True,PP-OCRv4
"1755812560_0.9_(47, 95, 3)_F9L-089.jpg",F9L-089,F9L-089,True,0.9882475733757019,2,True,es,True,PP-OCRv4
"1755872015_0.9_(61, 112, 3)_Z5D-360.jpg",Z5D-360,Z5D-360,True,0.8867775797843933,2,True,es,True,PP-OCRv4
"1755810071_0.9_(47, 99, 3)_F1N-370.jpg",F1N-370,F1N-370,True,0.9887966513633728,2,True,es,True,PP-OCRv4
"1755871813_0.9_(63, 107, 3)_Z5D-490.jpg",Z5D-490,750-490,False,0.9495577216148376,2,True,es,True,PP-OCRv4
"1755801426_0.9_(50, 102, 3)_W1A-763.jpg",W1A-763,W1A-763,True,0.9530827403068542,3,False,en,True,PP-OCRv4
"1755866275_0.9_(66, 112, 3)_Z5L-453.jpg",Z5U-453,Z5L-453,False,0.9714223742485046,3,False,en,True,PP-OCRv4
"1755801790_0.91_(49, 103, 3)_Z6C-695.jpg",Z6C-695,Z6C-695,True,0.9947396516799927,3,False,en,True,PP-OCRv4
"1755868571_0.91_(48, 96, 3)_BRT-304.jpg",BRT-304,BRT-304,True,0.9937630891799927,3,False,en,True,PP-OCRv4
"1755805218_0.9_(41, 88, 3)_Z7H-064.jpg",Z7H-064,Z7H-064,True,0.9786929488182068,3,False,en,True,PP-OCRv4
"1755809743_0.9_(47, 93, 3)_Z11-272.jpg",Z1I-272,Z11-272,False,0.9385003447532654,3,False,en,True,PP-OCRv4
"1755800912_0.9_(41, 96, 3)_F51-233.jpg",F5I-233,F51-233,False,0.9393516182899475,3,False,en,True,PP-OCRv4
"1755802147_0.91_(46, 90, 3)_VBI-497.jpg",VBI-497,VBI-497,True,0.9812785387039185,3,False,en,True,PP-OCRv4
"1755802133_0.91_(49, 97, 3)_VCF-677.jpg",VCF-677,VCF-677,True,0.9886490702629089,3,False,en,True,PP-OCRv4
"1755803170_0.9_(45, 89, 3)_X3T-194.jpg",X3T-194,X3T-194,True,0.9820883870124817,3,False,en,True,PP-OCRv4
"1755808144_0.9_(46, 94, 3)_Z2Q-021.jpg",Z2Q-021,Z2Q-021,True,0.9817854166030884,3,False,en,True,PP-OCRv4
"1755867790_0.9_(55, 104, 3)_V9K-468.jpg",V9K-468,V9K-468,True,0.9481227993965149,3,False,en,True,PP-OCRv4
"1755869679_0.9_(63, 113, 3)_V7C-801.jpg",V7C-801,V7C-801,True,0.9871273636817932,3,False,en,True,PP-OCRv4
"1755868062_0.9_(56, 108, 3)_V9F-202.jpg",V9F-202,V9F-202,True,0.9290637373924255,3,False,en,True,PP-OCRv4
"1755872968_0.91_(50, 96, 3)_C1A-878.jpg",C1A-878,C1A-878,True,0.9908815622329712,3,False,en,True,PP-OCRv4
"1755868072_0.9_(70, 117, 3)_Z7P-666.jpg",Z7P-666,Z7P-666,True,0.9624847173690796,3,False,en,True,PP-OCRv4
"1755806845_0.91_(44, 98, 3)_A3C-786.jpg",A3C-786,A3C-786,True,0.9913932085037231,3,False,en,True,PP-OCRv4
"1755801939_0.9_(48, 90, 3)_AYJ-561.jpg",AYJ-561,AYJ-561,True,0.9909199476242065,3,False,en,True,PP-OCRv4
"1755809021_0.9_(53, 108, 3)_Z40-588.jpg",Z4O-588,Z40-588,False,0.9879412055015564,3,False,en,True,PP-OCRv4
"1755873119_0.91_(46, 95, 3)_42E-705.jpg",42E-705,42E:705,False,0.8800381422042847,3,False,en,True,PP-OCRv4
"1755801190_0.9_(46, 98, 3)_V9K-468.jpg",V9K-468,V9K-468,True,0.9947934746742249,3,False,en,True,PP-OCRv4
"1755867860_0.91_(49, 93, 3)_Z1S-762.jpg",Z1S-762,Z1S-762,True,0.992942214012146,3,False,en,True,PP-OCRv4
"1755871316_0.9_(51, 102, 3)_Z7M-111.jpg",Z7M-111,Z7M-111,True,0.9920679330825806,3,False,en,True,PP-OCRv4
"1755803736_0.9_(50, 103, 3)_BTQ-272.jpg",BTQ-272,BTQ-272,True,0.9947493672370911,3,False,en,True,PP-OCRv4
"1755866735_0.9_(46, 95, 3)_Z5Q-767.jpg",Z5Q-767,Z5Q-767,True,0.9923954606056213,3,False,en,True,PP-OCRv4
"1755804067_0.91_(63, 110, 3)_Z7G-042.jpg",Z7G-042,Z7G-042,True,0.9645178914070129,3,False,en,True,PP-OCRv4
"1755804243_0.9_(49, 94, 3)_Z7Y-445.jpg",Z7Y-445,Z7Y-445,True,0.9800664186477661,3,False,en,True,PP-OCRv4
"1755802650_0.9_(58, 114, 3)_A2E-705.jpg",A2E-705,A2E-705,True,0.9063917994499207,3,False,en,True,PP-OCRv4
"1755803288_0.91_(47, 96, 3)_ASJ-523.jpg",ASJ-523,ASJ-523,True,0.9947894811630249,3,False,en,True,PP-OCRv4
"1755801494_0.91_(48, 101, 3)_BCF-122.jpg",BCF-122,BCF-122,True,0.9964359998703003,3,False,en,True,PP-OCRv4
"1755801598_0.92_(53, 108, 3)_A5G-752.jpg",A5G-752,A5G-752,True,0.978722870349884,3,False,en,True,PP-OCRv4
"1755807086_0.91_(45, 90, 3)_Z4Y-618.jpg",Z4Y-618,Z4Y-618,True,0.9781445264816284,3,False,en,True,PP-OCRv4
"1755803163_0.9_(54, 107, 3)_V1H-723.jpg",V1H-723,1H-723,False,0.9880185723304749,3,False,en,True,PP-OCRv4
"1755872312_0.9_(50, 97, 3)_Z7X-826.jpg",Z7X-826,Z7X-826,True,0.9920411705970764,3,False,en,True,PP-OCRv4
"1755802716_0.91_(47, 95, 3)_V4L-658.jpg",V4L-658,V4L-658,True,0.9907979369163513,3,False,en,True,PP-OCRv4
"1755805788_0.91_(48, 98, 3)_CRG-314.jpg",CRG-314,CRG-314,True,0.997660219669342,3,False,en,True,PP-OCRv4
"1755802589_0.9_(48, 98, 3)_Z4Q-264.jpg",Z4Q-264,Z4Q-264,True,0.9945677518844604,3,False,en,True,PP-OCRv4
"1755871358_0.9_(48, 96, 3)_CRO-577.jpg",CRO-577,CRO-577,True,0.9839547872543335,3,False,en,True,PP-OCRv4
"1755809037_0.9_(61, 113, 3)_Z2N-738.jpg",Z2N-738,Z2N-738,True,0.9820995926856995,3,False,en,True,PP-OCRv4
"1755866685_0.9_(48, 96, 3)_Z6F-642.jpg",Z6F-642,Z6F-642,True,0.9923301935195923,3,False,en,True,PP-OCRv4
"1755804330_0.91_(51, 102, 3)_Z8S-813.jpg",Z8S-813,Z8S-813,True,0.9903169274330139,3,False,en,True,PP-OCRv4
"1755804345_0.91_(46, 94, 3)_BLH-257.jpg",BLH-257,BLH-257,True,0.9778614044189453,3,False,en,True,PP-OCRv4
"1755803985_0.9_(127, 139, 3)_L2E-770.jpg",Z2E-770,L2E-770,False,0.9583994150161743,3,False,en,True,PP-OCRv4
"1755801570_0.9_(48, 97, 3)_X1J-790.jpg",X1J-790,X1J-790,True,0.9808196425437927,3,False,en,True,PP-OCRv4
"1755867948_0.91_(58, 112, 3)_B3H-759.jpg",B3W-759,B3H-759,False,0.9512194395065308,3,False,en,True,PP-OCRv4
"1755868036_0.9_(48, 100, 3)_Z8L-874.jpg",Z8L-874,Z8L-874,True,0.9904895424842834,3,False,en,True,PP-OCRv4
"1755870055_0.9_(48, 97, 3)_B2C-509.jpg",B2C-509,B2C-509,True,0.9936878085136414,3,False,en,True,PP-OCRv4
"1755871139_0.9_(50, 96, 3)_BSV-176.jpg",BSV-176,BSV-176,True,0.9887953996658325,3,False,en,True,PP-OCRv4
"1755819352_0.91_(49, 108, 3)_D2E-683.jpg",D2E-683,D2E-683,True,0.9782127737998962,3,False,en,True,PP-OCRv4
"1755803979_0.9_(45, 90, 3)_BVH-663.jpg",BVH-663,BVH-663,True,0.9961592555046082,3,False,en,True,PP-OCRv4
"1755868990_0.9_(48, 98, 3)_Z3W-660.jpg",Z3W-660,Z3W-660,True,0.9161472320556641,3,False,en,True,PP-OCRv4
"1755808175_0.91_(44, 89, 3)_F8Q-278.jpg",F8Q-278,F8Q-278,True,0.9906671643257141,3,False,en,True,PP-OCRv4
"1755864638_0.9_(57, 101, 3)_B1B-734.jpg",B1B-734,B1B-734,True,0.9696031212806702,3,False,en,True,PP-OCRv4
"1755803106_0.9_(58, 113, 3)_Z7W-178.jpg",Z7W-178,Z7W-178,True,0.9862862825393677,3,False,en,True,PP-OCRv4
"1755801744_0.9_(66, 118, 3)_Z20-326.jpg",Z20-326,Z20-326,True,0.9445341229438782,3,False,en,True,PP-OCRv4
"1755866521_0.92_(46, 94, 3)_75C-592.jpg",Z5C-592,75C-592,False,0.9726683497428894,3,False,en,True,PP-OCRv4
"1755801314_0.91_(50, 103, 3)_AUJ-187.jpg",AUJ-187,AUJ-182,False,0.8554438352584839,3,False,en,True,PP-OCRv4
"1755867691_0.9_(66, 116, 3)_Z5X-789.jpg",Z5X-789,Z5X-789,True,0.9818764925003052,3,False,en,True,PP-OCRv4
"1755805151_0.91_(50, 101, 3)_Z7W-377.jpg",Z7W-377,Z7W-377,True,0.9727558493614197,3,False,en,True,PP-OCRv4
"1755864122_0.9_(46, 92, 3)_77U-013.jpg",Z7U-013,Z7U-013,True,0.8980398178100586,3,False,en,True,PP-OCRv4
"1755800590_0.9_(54, 109, 3)_A80-757.jpg",A8D-757,A8D-757,True,0.8598114252090454,3,False,en,True,PP-OCRv4
"1755800370_0.91_(52, 105, 3)_Z7P-666.jpg",Z7P-666,Z7P-666,True,0.991060197353363,3,False,en,True,PP-OCRv4
"1755871753_0.91_(60, 106, 3)_Z5L-091.jpg",Z5L-091,Z5L-091,True,0.9752038717269897,3,False,en,True,PP-OCRv4
"1755872299_0.9_(54, 103, 3)_Z5G-467.jpg",Z5G-467,Z5G-467,True,0.9919481873512268,3,False,en,True,PP-OCRv4
"1755808414_0.9_(59, 111, 3)_F8Q-278.jpg",F8Q-278,F8Q-278,True,0.9939366579055786,3,False,en,True,PP-OCRv4
"1755802608_0.91_(49, 97, 3)_BKM-032.jpg",BKM-032,BKM-032,True,0.9855974912643433,3,False,en,True,PP-OCRv4
"1755867815_0.9_(61, 111, 3)_Z5G-950.jpg",Z5G-950,Z5G-950,True,0.9892606735229492,3,False,en,True,PP-OCRv4
"1755868156_0.9_(49, 92, 3)_AYJ-561.jpg",AYJ-561,AYJ-561,True,0.9896643757820129,3,False,en,True,PP-OCRv4
"1755867982_0.91_(52, 101, 3)_Z7N-143.jpg",Z7N-143,Z7N-143,True,0.9921396970748901,3,False,en,True,PP-OCRv4
"1755802269_0.91_(45, 93, 3)_ARE-297.jpg",ARE-297,ARE-297,True,0.9939003586769104,3,False,en,True,PP-OCRv4
"1755800978_0.91_(47, 96, 3)_Z4Q-197.jpg",Z4Q-197,Z4Q-197,True,0.9952442049980164,3,False,en,True,PP-OCRv4
"1755871807_0.9_(48, 99, 3)_Z8A-540.jpg",Z8A-540,Z8A-540,True,0.9919701814651489,3,False,en,True,PP-OCRv4
